,ATL,BOS,BKN,CHA,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHX,POR,SAC,SAS,TOR,UTA,WAS
35,121.15178862496734,129.65635096269975,113.11957929566653,102.63458528180466,111.07286781667317,115.36463486851254,120.23876067287883,121.6688075181578,105.27768522654029,118.7269068089126,112.3359291100829,127.788277792457,112.80762121695398,99.63009700297393,113.41533940611916,125.2867846973988,114.23825613184228,118.63055465292078,118.71397213443798,125.28708078160827,111.36882519073428,119.2754822656092,119.37553864328657,101.81674094896876,118.04004729666501,103.8190941100228,113.51120357591269,112.81476513867996,107.17862671608901
36,120.7449106356914,129.6847446590992,113.24865413296484,102.02643162000923,111.07323163254533,115.17026741067826,120.39465199592657,121.58665295326438,105.16720529864816,118.27871837515232,112.31859282927707,127.29297407316622,112.71181561986485,100.09425430600088,113.5567387234878,125.11553284078883,114.29232016234961,119.4970199537445,118.66095641262484,125.95679556811248,110.62158975772678,119.2092046039177,119.28721864497619,100.66361207587896,118.53229462454428,104.51904776177805,113.83733395889085,112.99289424409874,106.87105949260847
37,119.874158013526,128.95706434926794,112.76479152937137,102.32325741188964,111.20957715898693,114.99269502087968,119.93496316343261,122.16099622224397,105.14357675932479,119.27756753372522,111.99105705157817,127.44679752876674,113.23258989669137,100.63176711560628,113.32637549264876,125.79175508068033,114.4105281687493,120.46938108464418,118.93027416000065,125.69724180792691,110.32531735012346,119.5595868514562,119.63074710628388,100.20621021998657,117.77899018353432,104.78341423106535,114.15497502849922,113.79489421946529,107.25718973889033
38,119.22387392111843,129.53432439739916,111.98382859683491,102.98922752861286,111.20129223927533,115.78852577048484,120.35804775610721,121.85615312566188,105.19120163435754,119.34736718927512,112.22930059811618,126.94419069362712,113.07161930655832,100.15931342430636,113.04910347889175,126.19992958354551,114.5231609568881,120.2529730208043,118.55777219120345,125.09569865617497,109.92418159938971,120.1219472319217,120.25759267982919,100.65497698013448,118.08840690458953,104.08672116541348,113.98801524214166,114.12357986631736,107.57235799284815
39,118.98844876538881,128.9043332176517,111.99697456577952,102.3599731620363,112.03597527763995,115.76654531162738,120.36697247095725,122.04109508125522,105.94842821887993,118.9239225763786,111.7073428473332,126.23414890018928,113.3238324161607,100.37866870475845,112.31629327480344,126.39693581608167,114.79044511769953,120.65500930561517,118.15146535409028,125.25729899391267,110.00506436314645,120.5817246989693,120.18085504971093,101.02850637714725,117.97967617937971,103.76747157537321,113.19697594834817,115.08928998016424,107.3228504288507
40,118.8773130683827,128.85503877952294,112.55956624227092,103.01866382581761,112.3656104850422,116.48698424460275,120.75170411405367,121.96730316827718,106.16919970953084,119.49785042010942,111.87308739242874,126.42145333474318,113.3944363137964,100.3358743996287,111.93891495054186,125.40816088205072,115.09243594653178,120.73379739466253,118.04861330501005,125.52741384632517,109.84209671461416,119.83135710253991,120.29487925690003,101.38515071687354,118.14502630781811,104.27338039658906,113.70757795063767,115.38675581555924,107.52615186249822
41,118.06609880394015,128.6900863115063,112.49955893974388,102.98363458010365,111.61625095326637,116.31923704870873,120.39546876097117,122.42600661997945,106.61546813635371,120.20554565770843,111.4787868867354,126.06950146746848,113.8711527783254,99.95611735350614,111.90477592146087,125.73721180331233,114.52835351465525,121.44670845594581,117.77145904509267,124.99671171035037,110.03649509139996,120.42939839123117,120.27279724056129,101.42143677839628,118.20930204969649,104.67548561727823,113.61344737910773,115.9307917403503,107.32721849907838
42,117.64338340921041,128.31363417459352,112.41096303387737,102.74374915062046,111.82888847399752,116.0597070800952,120.134502587834,122.39779012334338,106.56209271338592,120.03196148856482,111.9430955276154,125.71076099708115,113.80019285610561,100.1377879473758,111.28363935577259,125.60749956062777,114.90881598337616,121.0589699450986,117.99596918087404,124.58091933422912,110.15992940689164,120.23017617973076,120.3997074057661,101.42295162827332,118.92520618307074,105.1576342309867,112.99101843012359,116.17589604840376,106.99450098074772
43,117.52842583457328,128.27126845882586,111.98904819763833,103.13509506324226,112.35262369772778,116.26422102169451,119.84870092515224,122.16962184568709,106.65865834122842,120.15067362848801,112.75482763530916,125.45504637863779,114.45653962433818,100.06562133370566,110.70285705310214,125.66557396279983,114.83060262625858,122.04325548884243,117.9503629983446,125.1706603393935,109.97139297065117,120.00066884425569,120.95829421444125,102.1687973580419,119.01791517284988,105.20536334486518,112.64560463456624,116.11636420887966,106.77695363856878
44,118.18525537698709,129.34495394099937,111.57460532974659,102.86399199337046,112.51231067000838,116.77388315198635,120.66803492873338,122.24702643294161,106.34803198828848,120.20783578113114,112.23915282770166,125.59462315678334,114.50657924719405,100.24400039559394,110.82568765138808,124.84188792849342,114.47331109732741,120.7825723301876,118.48338179629683,124.72966396453309,110.00630745341257,119.58122020893451,121.19108760177373,101.7617093679618,118.62056049102482,105.24114862152317,112.33512989215491,116.14624976989425,106.92936579387792
45,118.4587538793823,128.52974319927674,112.51368026612906,103.0828755742246,113.02572885502455,116.48000057150547,120.58067883537132,121.25863192718302,106.76832182797395,120.11164771334207,112.59546084316328,125.8221189204152,115.32098486949818,100.44055163625382,110.95025805768415,125.22390540629974,114.73322764776924,120.5145154924967,119.00826582829956,124.23500486225318,110.1247293778501,119.2869079334567,120.53812607797967,101.56306327180471,118.34809428141337,105.64731076190637,112.561796618194,116.2577761953567,107.15180287319357
46,118.87180988052833,128.57612326472582,112.65623830629119,102.87536779944234,112.88061523672184,116.46641771871926,121.10679947233511,121.25366410808242,107.12219349328068,119.91121239847787,112.23118698868818,125.82911870928638,115.31647110226609,100.06759230584463,110.84631685538837,124.74757136179055,114.71078583687452,120.4365456743653,119.20824637513209,123.8926034714962,110.74479192569807,119.67148773370425,120.7155950690759,102.40197575316012,118.49002679335418,105.64457158857313,112.6246293832662,116.86571922946217,107.06844103986523
47,119.2230256385812,128.9376490475035,113.27885771405023,102.61505440629844,112.69386505609783,117.1920524541016,120.22053633167734,121.07047353454317,107.5533976510324,120.09684561628626,112.70149083422827,125.99599271461305,115.14008988759683,99.87040926142528,111.05615040750496,124.69502107842472,115.15433407243484,120.33026944515306,119.63680242005242,123.50712817939751,110.55464227586288,119.70403044888641,121.39191186196949,102.80306120919168,118.45692123962596,105.16414707389335,112.12363914640535,116.61708180854158,106.75899256949948
48,119.39063194940535,128.40804281689458,112.76750984367047,102.6945262709385,113.02344577295163,117.01844671354861,119.98961337261868,120.55011645974602,107.32727832058731,120.5406965606881,111.86805703144312,125.47677290894941,115.0630659522944,99.64966232523399,111.006706174205,124.80339897231805,114.85261781544288,120.28723233529328,119.33239312163579,123.67698301586351,110.3720086447421,119.23659964793472,121.39610667729809,103.10216406933037,118.29452844499,105.28448889264804,112.26373550744003,116.45967041892287,106.51718163697093
49,120.17879892358468,128.70284241348378,112.5080785648299,103.108207341908,112.8473104788378,117.18311996507506,120.2010162442011,120.99478942571645,108.00553395936315,120.1644684606999,112.39892394249566,125.14678612757518,115.1013679276796,99.06944876058063,110.58968869665256,124.3843431155466,114.62355915975178,121.09224476789646,119.13482522062054,124.01929673855327,110.52516524544069,118.64469774584883,121.81432764596046,103.29440499919885,118.32307701647235,104.94680911458566,111.88280350958408,116.79759244088554,106.29128662683193
50,119.9286065767305,128.6491607609042,111.95856599787159,102.33120361801832,113.11834244539668,117.60063448093959,120.26974890167415,121.21572691493711,108.30056930866363,120.32502500175843,112.14875645083578,125.01517074497959,115.35156781839041,99.4334385471352,110.96714858304607,123.8766043593865,114.75675551465015,121.08937278345316,119.45786088376069,124.02696754233817,110.04806705745449,118.75177728478293,121.56387845378653,103.46029647609326,118.80976488947111,104.68611973646003,112.29593603949407,117.00500090649358,106.506379103671
51,120.29880647879949,128.62608075044696,112.46714994257754,102.57342577923059,113.46207868188152,117.8916953357898,120.61397424785986,121.23631545223384,107.97596373063048,120.38772887018409,111.95769903792599,125.48480858234454,115.36637690027558,99.72487502935142,110.93459707133792,123.79510503366956,115.67223121074802,121.1755711473729,119.28486115916712,123.52309317266679,110.63147144288423,118.56200533038415,121.82549710685555,103.0730148370225,118.66506450878232,104.75697417630472,112.15324605887707,117.28137085504697,106.40181219757632
52,120.24393859659415,128.64296641541972,112.46967336174457,102.64335484389157,113.48539302624314,117.76149584470058,121.30760738070803,120.71352716851727,107.72096089141725,120.97921543477568,111.9482834054676,125.09316764658935,115.27322065404559,99.76848880016887,111.06740547280167,123.8724973939833,116.07289798476474,120.78499638317592,119.02806446140511,123.81037825736273,110.83934781073557,118.90876880808987,121.40333171433733,103.08832609468506,118.76853995430892,104.74589939508284,111.71608958119572,117.09487180861862,105.91113494313758
53,120.36031070846765,128.73001888190876,111.68774692009036,103.13258655648109,113.94907586791702,117.7524205250234,120.75319305426143,120.00628143481359,107.03727208359511,121.28251241768491,111.94249639173148,125.35919167614954,116.05265745090398,99.23760666359672,111.36854221374284,123.75043684099174,116.24602801048101,120.17486021786173,118.81413766211833,123.95936947415353,110.7427830264738,118.58191553693952,121.53586485724624,102.45173799025908,118.18995057210405,104.80786096613411,110.99010457624327,116.59060331645026,106.29522753923108
54,119.79145863078257,129.6354665067942,110.95732851629472,103.30803254248366,113.7757184793989,117.17445132732249,120.54818112225036,119.32848269294473,106.93546992570246,120.5677352132768,111.51240296269407,124.73370070195193,116.1839986532674,99.6540155497583,111.3882721108101,122.96297066301582,116.56170435585678,120.53015906338177,118.79391604528692,124.25402819786653,111.5429665226656,117.9579642430812,121.05230846426348,102.72958635420383,118.45211154108051,104.18812041082188,111.17356778287198,116.64952897641015,106.01811610928996
55,119.87482756070591,129.90354805865462,110.08558456555691,102.51544560454401,113.693665429411,117.07923244313918,120.91160831391362,119.46480158626395,107.11157587047276,120.07969860203708,111.44616019969654,124.74189540049146,116.89451060897791,99.81196740144624,111.27099098159349,122.64581460381744,116.32835921433366,120.6401276193272,118.63556760939947,124.66116239857877,111.95472115851292,117.59194636551656,121.03053595826745,101.90227427760334,118.91798923725058,104.54690785454828,111.33744871038591,117.14371398926922,105.57729620962256
